Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result,HomeTeam ID,AwayTeam ID,City,Team ID,Opponent,Attendance
SP1,2020-01-19,20:00,Barcelona,Granada,1,0,H,LIG3,LIG9,Barcelona,LIG3,Granada,"65,444"
SP1,2020-01-19,13:00,Betis,Sociedad,3,0,H,LIG4,LIG16,Seville,LIG4,Real Sociedad,"51,171"
SP1,2020-01-19,11:00,Mallorca,Valencia,4,1,H,LIG12,LIG17,Palma,LIG12,Valencia,"9,856"
SP1,2020-01-19,17:30,Ath Bilbao,Celta,1,1,D,LIG1,LIG5,Bilbao,LIG1,Celta Vigo,"41,348"
SP1,2020-01-19,15:00,Villarreal,Espanol,1,2,A,LIG19,LIG7,Villarreal,LIG19,Espanyol,"12,053"
SP1,2020-01-24,20:00,Osasuna,Levante,2,0,H,LIG13,LIG11,Pamplona,LIG13,Levante,"14,667"
SP1,2020-01-25,12:00,Espanol,Ath Bilbao,1,1,D,LIG7,LIG1,Barcelona,LIG7,Athletic Bilbao,"27,542"
SP1,2020-01-25,17:30,Alaves,Villarreal,1,2,A,LIG0,LIG19,Vitoria-Gasteiz,LIG0,Villarreal,"18,153"
SP1,2020-01-25,15:00,Valencia,Barcelona,2,0,H,LIG17,LIG3,Valencia,LIG17,Barcelona,"45,882"
SP1,2020-01-25,20:00,Sevilla,Granada,2,0,H,LIG15,LIG9,Seville,LIG15,Granada,"33,533"
SP1,2020-01-26,13:00,Celta,Eibar,0,0,D,LIG5,LIG6,Vigo,LIG5,Eibar,"15,490"
SP1,2020-01-26,15:00,Getafe,Betis,1,0,H,LIG8,LIG4,Getafe,LIG8,Real Betis,"13,244"
